Date,Record Number,Record Type,Address,Description,Permit Name,Status,Short Notes
1/24/2019,ZLA-201900407,Alcohol Licenses,"475 BILL KENNEDY WAY SE, ATLANTA GA 30316","THE SHED AT GLENWOOD  / STE G/F RESTAURANT WITH MALT BEVERAGES, WINE AND DISTILLED SPIRITS CONSUMED ON PREMISES CHANGE OF OWNERSHIP",THE SHED AT GLENWOOD  / STE G/F,License Approved,
1/24/2019,BE-201900946,Commercial - Electrical,"496 LINDSAY ST NW, ATLANTA GA 30314",PUBLIC UTILITYAPARTMENT #9,COMMERCIAL / ELECTRICAL - PUBLIC UTILITY - APT #9,Issued,
1/24/2019,BM-201900435,Residential - HVAC,"56 MORRIS BROWN DR SW, ATLANTA GA 30314",GAS PRESSURE TEST,RESIDENTIAL / HVAC - GAS PRESSURE TEST,Issued,
1/24/2019,BP-201900509,Commercial - Fire Sprinkler,"661 AUBURN AVE NE, ATLANTA GA 30312",ADD/RELOCATE FIRE SPRINKLER HEADS,DANCING DOGS YOGA - SUITE 100,Routed for Review,
1/24/2019,BE-201901009,Residential - Electrical,"3767 PORTSMOUTH WAY SW, ATLANTA GA",TEMP POLE LOT 68,TEMP POLE LOT 68,Issued,
1/24/2019,BE-201901008,Residential - Electrical,"3767 PORTSMOUTH WAY SW, ATLANTA GA",ROUGH/TRIM LOT 68,ELECTRICAL/RESD ROUGH/TRIM LOT 68,Closed - Passed,
1/24/2019,BT-201900203,Temporary Power,"3776 HEMPSTEAD WAY SW, ATLANTA GA 30331",TEMP POWERLOT 17,TEMP POWER LOT 17,Open,
1/24/2019,ZLA-201900422,Business Licenses,"1065 RALPH D ABERNATHY BLVD SW, ATLANTA GA 00000",AXUM CULTURE LLCRETAILCLOTHING STOREVARIETY STORE,AXUM CULTURE LLC,VOID,
1/24/2019,ZLA-201900419,Business Licenses,"1745 PEACHTREE ST NE, ATLANTA GA 0",GO SLEEK INC DBA STUDIO 130STE FHAIR SALON,GO SLEEK INC DBA STUDIO 130 STE F,VOID,
1/24/2019,ZLA-201900416,Business Licenses,"1992 BANKHEAD HWY NW, ATLANTA GA 00000","MR. PIG'S SMOKEHOUSE, INC.EXISTING RESTAURANT AKA 1992 DONALD LEE HOLLOWELL PKWY","MR. PIG'S SMOKEHOUSE, INC.",VOID,
1/24/2019,BT-201900193,Temporary Power,"1144 AVONDALE AVE SE, ATLANTA GA 30312",1144 AVONDALE AVE SE AKA 757 CADY WAY;   TEMP TO PERM POWER PERMIT,16-SGP-TPR,Issued,
1/24/2019,BM-201900460,Residential - HVAC,"721 BLAKE AVE SE, ATLANTA GA 30316",Adding one supply line to bathroom additionAdding shower exhaust fan,hvac rough,Issued,
1/24/2019,BP-201900531,Commercial - Plumbing,"310 NORTH AVE NW, ATLANTA GA 30313",Including but not limited to installation of new plumbing fixtures.,"Coke CRB Flrs 1,2,3 Plumbing",Issued,
1/24/2019,BM-201900462,Residential - HVAC,"1851 SOUTH GORDON ST SW, ATLANTA GA 30310",INSTALL 2 HEAT PUMP SYSTEMS,RESIDENTIAL/HVAC,Issued,
1/24/2019,BS-201900068,Sign Business,"22 14TH ST NW, ATLANTA GA 30309",NEW SUSPENDED SIGN,CAPITAL COMMONS,Issued,
1/24/2019,BB-201900607,Residential Demolition,"389 BLACKLAND RD NW, ATLANTA GA 30342",DEMO SINGLE FAMILY HOUSE FOR THE PURPOSE OF BUILDING NEW HOUSE,YOUNG AND MEATHE HOMES-DEMO SINGLE FAMILY RESIDENCE,Routed for Review,
1/24/2019,BB-201900606,Residential Addition,"578 GREENWOOD AVE NE, ATLANTA GA 30308","1ST FLOOR ADDITION TO EXISTING SFR TO EXPAND DEN AND MASTER SUITE AND ADD LAUNDRY ROOM,EXPAND EXISTING GARAGE FOR ADDITIONAL STORAGE,EXISTING DECK TO BE EXPANDED 86 SQFT",ROGERS RESIDENCE-CO,Routed for Review,
1/24/2019,BB-201900598,Commercial Alteration,"600 WEST PEACHTREE ST NW, ATLANTA GA 30308",INTERIOR BUILD OUT / NEW TENANT. (LC) (C/O),EDWARD JONES SUITE 1820 (LC) (C/O),Issued,
1/24/2019,BE-201901013,Residential - Electrical,"3786 PORTSMOUTH WAY SW, ATLANTA GA 30331",RESIDENTIAL / ELECTRICAL / GENERAL/ LOT 65,RESIDENTIAL / ELECTRICAL / GENERAL/ LOT 65,Issued,
1/24/2019,BT-201900197,Temporary Power,"3761 HAMPSHIRE PARK WAY SW, ATLANTA GA 30331",RESIDENTIAL / ELECTRICAL / TEMP POWER / LOT 56,RESIDENTIAL / ELECTRICAL / TEMP POWER / LOT 56,Issued,
1/24/2019,BM-201900458,Residential - HVAC,"20 28TH ST NW, ATLANTA GA 30309",INSTALL HVAC,7 20 28TH STREET BROOKWOOD,Issued,
1/24/2019,BM-201900456,Residential - HVAC,"20 28TH ST NW, ATLANTA GA 30309",install hvac,9 28th street,Issued,
1/24/2019,BM-201900446,Residential - HVAC,"2115 RACHAEL ST SE, ATLANTA GA 30315",INSTALL 2 TON HEAT PUMP; 2 BATH FANS (1) DRYER VENT,RESIDENTIAL / HVAC,Issued,
1/24/2019,BE-201900981,Residential - Low Voltage,"2636 SHADY VALLEY DR NE, ATLANTA GA 30324","PHONES, CABLES, SECURITY",886 STONE CREST LOT 35 PULTE - STONEHILL AT LENOX,Issued,
1/24/2019,BM-201900466,Residential - HVAC,"1411 BOULEVARD SE, ATLANTA GA 30315",GAS LINE PERMIT,RESIDENTIAL / HVAC - GAS LINE,Issued,
1/24/2019,BT-201900179,Temporary Power,"2015 ROCKLEDGE RD NE, ATLANTA GA 30324",preparing house for temporary poweraka address 1748 morningtode lane,Morningside Towns 71 TPR,Issued,
1/24/2019,BP-201900548,Commercial - Plumbing,"661 AUBURN AVE NE, ATLANTA GA 30312",General plumbing,661 Auburn Ave NE,Issued,
1/24/2019,BT-201900199,Temporary Power,"3782 HEMPSTEAD WAY SW, ATLANTA GA 30331",30 DAY TEMP POWER /LOT 16,RESIDENTIAL/ELECTRICAL/TEMP POWER/LOT 16,Issued,
1/24/2019,BA-201900570,Arborist Appeal,"1834 GIBEN RD SW, ATLANTA GA 30315",Appeal of fines and fees,Appeal,Open,
1/24/2019,BE-201900985,Commercial - Low Voltage,"4401 NORTHSIDE PKWY NW, ATLANTA GA 30327",Install fire alarm devices to provide required coverage for remodeled suite. Includes 3 speaker strobes and 6 strobes.,"Brightwell Payments Expansion, Suite 560",Issued,
1/24/2019,QCR-2019-00412,Commercial QCR,"3550 LENOX RD NE, ATLANTA GA 30342","New construction inside first gen tenant space including walls, ceilings, electrical and mechanical systems.",Siegfried,Create Application,
1/24/2019,ZLA-201900403,Business Licenses,"1401 PEACHTREE ST NE, ATLANTA GA 30309",REAL ESTATE OFFICE,TPA REALTY SERVICES LLC/ STE 500,License Approved,
1/24/2019,QCR-2019-00414,Commercial QCR,"3455 PEACHTREE RD NE, ATLANTA GA 30326",INSTALL 3  STAIRWAY AWNINGS COMPLETE WITH COLUMN POST SUPPORTS.,THE PENNACLE PARKING DECK,Create Application,
1/24/2019,BP-201900544,Residential - Plumbing,"910 PONCE DE LEON AVE NE, ATLANTA GA 30306",New plumbing installation,910 Ponce de Leon Ave. Unit 5,Issued,
1/24/2019,BP-201900541,Residential - Plumbing,"910 PONCE DE LEON AVE NE, ATLANTA GA 30306",New plumbing installation,910 Ponce de Leon Ave. Unit 3,Issued,
1/24/2019,BT-201900194,Temporary Power,"1144 AVONDALE AVE SE, ATLANTA GA 30312",1144 AVONDALE AVE NE AKA 159 CADY WAY;   TEMP TO PERM POWER PERMIT,17-SGP-TPR,Issued,
1/24/2019,ZLA-201900389,Business Licenses,"3200 DOWNWOOD CIR NW, ATLANTA GA 00000",PAVILION COMPOUNDING PHARMACY - SUITE #210RETAIL PHARMACY (EXISTING),PAVILION COMPOUNDING PHARMACY - SUITE #210,License Approved,
1/24/2019,ZLA-201900421,Business Licenses,"3083 MARTIN L KING JR DR NW, ATLANTA GA 00000",G'S SPOT STE CEXISTING BARBER SHOP,G'S SPOT -  STE C,VOID,
1/24/2019,ZLA-201900418,Business Licenses,"2920 MARTIN L KING JR DR SW, ATLANTA GA 00000",BAKER TAXX SVC INC DBA HR BLOCKACCOUNTING,BAKER TAXX SVC INC DBA HR BLOCK,VOID,
1/24/2019,ZLA-201900414,Business Licenses,"1140 EUCLID AVE NE, ATLANTA GA 30307",GLAMOUR GIRLZ INCRETAIL CLOTHINGEXISTING RETAIL CLOTHING,GLAMOUR GIRLZ INC,VOID,
1/24/2019,BP-201900523,Residential - Plumbing,"3365 WOODHAVEN RD NW, ATLANTA GA 30305",SEWER PLUG,NONE,Issued,
1/24/2019,BB-201900884,Multi Family New,,PEACHTREE HILLS PLACE: UNIT 148 (MP)-INTERIOR BUILD-OUT AND FINISH OF PREVIOUSLY PERMITTED  SHELL NORTH CONDOMINIUM BUILDING; BULDING D: (BASE BUILDING: BB-201702232); LAYOUT STYLE: BRIGHTON.,PEACHTREE HILLS PLACE UNIT 148-BLDG D (MP),Open,
1/24/2019,19CAP-00000104,Building Complaint,"2075 BANKHEAD HWY NW, ATLANTA GA 00000",ZONING-ILLEGAL BUSINESSES OUT OF BUILDING   AKA 2075 DONALD LEE HOLLOWELL,Zoning Case,No Violation Found,Zoning Case
1/24/2019,19CAP-00000103,Building Complaint,"393 5TH ST NE, ATLANTA GA 30308",ZONING- ILLEGAL AIRBNB,Zoning Case,Assigned to Inspector,Zoning Case
1/24/2019,19CAP-00000102,Building Complaint,"287 TARRAGON WAY SW, ATLANTA GA 30331",FIRE RULING @ 287 TARRAGON WAY SW--phil Payne 678-898-8079,FIRE RULING @ 287 TARRAGON WAY SW,Closed,
1/24/2019,BP-201900630,Residential - Plumbing,"77 WALTHALL ST SE, ATLANTA GA 30316",Single Family Residence,Barranco-Alterations-Xprs,Issued,
1/24/2019,ORR-201900136,Open Record Request,"2062 CHILDRESS DR SW, ATLANTA GA 30311",co,2062 Childress Drive ORR,Request Completed,
1/24/2019,BE-201900961,Residential - Electrical,"1792 MONROE DR NE, ATLANTA GA 30324",RESIDENTIAL / ELECTRICAL / GENERALREWIRE HOUSE,RESIDENTIAL / ELECTRICAL / GENERAL,Issued,
1/24/2019,QCR-2019-00413,Commercial QCR,"225 ROGERS ST NE, ATLANTA GA 30317","PHASE 2 OF THE REDEVELOPMENT OF A PORTION OF A HISTORIC RAILWAY YARD. THE PROPOSED SITE WILL INCLUDE TWO NEW BUILDINGS, PARKING, LOADING, AND INTERNAL DRIVES. THE SCOPE INCLUDES DRAINING, UTILITIES, EROSION CONTROL, AND STORMWATER MANAGEMENT.",PULLMAN YARDS - LDP 2 (CA3-18-525),Create Application,
1/24/2019,BE-201900930,Commercial - Electrical,"194 14TH ST NW, ATLANTA GA 00000",Provide and install 3  - 120V quad power outlets for connection to the body camera racks.  Install one GFI at the rear of the building. Provide 120V power to two quad receptacles at the computer tables.  Please note that this location is at 194 14th Street NW next to the Silver Skillet.  It is referred to as a Zone 5 CID Police Precinct.,194 14th ST NW - Atlanta Police Zone 5 CID Body Cameras,Issued,
1/24/2019,BE-201901018,Residential - Electrical,"191 PEACHTREE BATTLE AVE NW, ATLANTA GA 30305",add 200 amp service and wiring of lighting fixtures and rec,garage and pool house,Issued,
1/24/2019,BP-201900519,Residential - Plumbing,"791 WYLIE ST, ATLANTA GA 30316",Combination of plumbing,BB-201900002,Issued,
1/24/2019,BP-201900516,Residential - Fire Sprinkler,"4041 AVALON RD SW, 23B, ATLANTA GA 30331",NFPA 13D SPRINKLER SYSTEM,Southwood Reserve - Unit 23,Routed for Review,
1/24/2019,BP-201900539,Residential - Plumbing,"910 PONCE DE LEON AVE NE, ATLANTA GA 30306",New plumbing installation,910 Ponce de Leon Ave. Unit 1,Issued,
1/24/2019,BB-201900580,Residential Alteration,"1154 SMITH ST SW, ATLANTA GA 30310","INSTALL NEW HVAC SYSTEM, ELECTRICAL WIRE, REPAIR COPPER PIPERS, REPLACE WINDOWS, PAINT, FLOORING",COOPER - ALTERATION - XPRS,Invoiced,
1/24/2019,BA-201900535,Arborist Plan Review,"750 BROWNWOOD AVE SE, ATLANTA GA 30316",,VISION TURNKEY- 2ND STORY ADDITION AND RENOVATION-CO,Approved-No Trees Destroyed,
1/24/2019,QCR-2019-00428,Residential QCR,"42 28TH ST NW, ATLANTA GA 30309",INSTALL IN GROUND SPA AND EQUIPMENT,SFR - SPA,Create Application,
1/24/2019,BB-201900575,Residential Alteration,"836 EUCLID AVE NE, ATLANTA GA 30307",ENCLOSING SCREEN PORCH WITH SIDING AND WINDOWS,KIDD - ALTERATION - XPRS,Open,
1/24/2019,ZLA-201900397,Business Licenses,"235 PEACHTREE ST NE, ATLANTA GA 30303",JUJU ALKALINE WATER LLC / STE 400ONLINE BUSINESS / JUJU ALKALINE WATER,JUJU ALKALINE WATER LLC / STE 400,License Approved,
1/24/2019,ZLA-201900395,Business Licenses,"1000 PARK AVE NE, ATLANTA GA 30315",FAME AND MERCI FASHION BEAUTY AND RETAIL  INTERNET SALES HOME OFFICE USE ONLY,FAME AND MERCI,License Approved,
1/24/2019,BB-201900586,Commercial Alteration,"55 TRINITY AVE SW, ATLANTA GA 30303","SITE DEVELOPMENT, SUITE 3400: INTERIOR ALTERATIONS INCLUDE PARTITIONS, FINISHES, AND CEILING. NEW LIGHTING FIXTURES, MODIFICATIONS TO EXISTING ELECTRICAL AND MECHANICAL SYSTEMS. NEW CARD READERS AND CAMERAS.","ZONING PHASE II, SUITE 3300 (LC)",Open,
1/24/2019,BE-201901015,Residential - Electrical,"3135 WOOD VALLEY RD NW, ATLANTA GA 30327",TEMPORARY POLE,3135 Wood Valley Rd NW,Closed - Passed,
1/24/2019,BE-201900986,Commercial - Low Voltage,"1210 HOWELL MILL RD NW, ATLANTA GA 30318","REMOVE (1) PULL STATION, RELOCATE (1) PULL STATION","SIMPLY PUT, SUITE 105B",Issued,
1/24/2019,BT-201900171,Temporary Power,"490 BLAKE AVE SE, ATLANTA GA 30316",ELECTRICAL TEMPORARY POWER PERMIT,490 BLAKE AVE SE,Issued,
1/24/2019,BE-201900980,Commercial - Electrical,"1155 PEACHTREE ST NE, ATLANTA GA 30309",Install Electrical,Pandora Media 15th Floor,Issued,
1/24/2019,BE-201900979,Commercial - Low Voltage,"0 HARTSFIELD ATLANTA, ATLANTA GA 00000",Iinstalling cat 6 cable and installing access points for wifi,Hertz/rental car,Issued,
1/24/2019,BE-201900978,Commercial - Electrical,"1155 PEACHTREE ST NE, ATLANTA GA 30309",Install electrical,Pandora Media 14th Floor,Issued,
1/24/2019,BP-201900525,Commercial - Plumbing,"1329 ELLSWORTH INDUSTRIAL DR NW, ATLANTA GA 00000",CHELSEA WESTSIDE TOWNHOMES - BLDG #1 LOT #2NEW PLUMBING INSTALLATION FOR NEW CONSTRUCTION,COMMERCIAL / PLUMBING - BLDG #1 LOT #2,Issued,
1/24/2019,BP-201900524,Commercial - Plumbing,"1329 ELLSWORTH INDUSTRIAL DR NW, ATLANTA GA 00000",CHELSEA WESTSIDE TOWNHOMES - BLDG #1 LOT #1NEW PLUMBING INSTALLATION FOR NEW CONSTRUCTION,COMMERCIAL / PLUMBING - BLDG #1 LOT #1,Issued,
1/24/2019,BB-201900835,Residential Misc. Structural,"267 15TH ST NE, ATLANTA GA 30309","FRONT ADDITION TO INCLUDE 2 CAR GARAGE,FRONT ENTRY PORCH,ENTRY,CLOSET AND WALK IN CLOSET ON THE 1ST FLOOR AND A BALCONY ON THE 2ND FLOOR,REAR ADDITION TO EXISTING SFR.INTERIOR AND EXTERIOR RENOVATIONS AND ALTERATIONS",TZAFRIR RESIDENCE,Routed for Review,
1/24/2019,QCR-2019-00418,Residential QCR,"2725 ATWOOD RD NE, ATLANTA GA 30305","INTERIOR RENOVATION OF EXISTING SFR TO INCLUDE KITCHEN,LIVING AREA,AND BATHROOM,ADDITION OF REAR DORMER FOR EXISTING 2ND FLOOR TO POIDE FOR A BEDROOM,BATH,CLOSETS,LAUNDRY, AND STUDY WITH STORAGE AREA",DOOLEY RESIDENCE,Create Application,
1/24/2019,BB-201900589,Commercial Conversion,"314 AUBURN AVE NE, ATLANTA GA 30303","EXISTING RETAIL, CONVERSION TO RESTAURANT AND BAR. (LC) (C/O)",Decode Escaperoom - Conversion (LC) (C/O),Routed for Review,
1/24/2019,BA-201900533,Arborist Dead Dying Hazardous Tree,"433 EAST ONTARIO AVE SW, ATLANTA GA 30310",,,Issued,
1/24/2019,BB-201900585,Residential Pool,"2944 WEST ROXBORO RD NE, ATLANTA GA 30324","CONSTRUCT IN-GROUND CONCRETE SWIMMING POOL AND SPA,PAVER DECK,EQUIPMENT AND PERIMETER FENCE,AND FIRE PIT",OLIVES- POOL,Routed for Review,
1/24/2019,ZLA-201900398,Business Licenses,"30 PHARR RD NW, ATLANTA GA 30305","NKK DESIGN & BUILD, INCRESTAURANT","NKK DESIGN & BUILD, INC",License Approved,
1/24/2019,BP-201900527,Residential - Plumbing,"475 GRIFFIN ST NW, ATLANTA GA 30318",Re-pipe of existing structure.,475 Griffin St.,Issued,
1/24/2019,BB-201900578,Residential Alteration,"1392 MILLER REED AVE SE, ATLANTA GA 30315","RENOVATION OF EXISTING RESIDENCE, REMOVE PARTITION NEW BATHROOM WITH FINISH NO PATIO",OH-ALTERATIONS-XPRS,Issued,
1/24/2019,BE-201900941,Commercial - Electrical,"496 LINDSAY ST NW, ATLANTA GA 30314",PUBLIC UTILITYAPT #6,COMMERCIAL / ELECTRICAL - PUBLIC UTILITY - APT #6,Issued,
1/24/2019,BE-201900940,Commercial - Electrical,"496 LINDSAY ST NW, ATLANTA GA 30314",PUBLIC UTILITYAPT #5,COMMERCIAL / ELECTRICAL - PUBLIC UTILITY - APT #5,Issued,
1/24/2019,BB-201900588,Commercial Misc. Non-Structural,"4401 NORTHSIDE PKWY NW, REAR, ATLANTA GA 30327","Sprint Dark Fiber- Pacer Ferry/AT54XC273. -Remove Old Telco Equipment From Existing Telco Board-Install New FDP On Existing Telco Board-Install New Fiber Service in Existing 2"" Conduit from Existing Telco Board to Existing MMBTS Cabinet-Bore New 4"" Conduit From New Handhole (PMMP) To ""Y"" Intercept Existing 4"" Conduit-Install New Handhole To Intercept Existing 4"" Conduit With ""Y"" Connector",Sprint Dark Fiber- Pacer Ferry/AT54XC273,Routed for Review,
1/24/2019,BE-201900928,Commercial - Electrical,"660 PEACHTREE ST NE, ATLANTA GA 00000",pConnecting to existing equipment,"PINDROP SECURITY, INC",Issued,
1/24/2019,ZLA-201900388,Business Licenses,"995 GREENWOOD AVE NE, ATLANTA GA 30306",GISELA M. SPIELBERG REVOCABLE TRUSTAPARTMENT BUILDING OPERATOR (EXISTING APARTMENT COMPLEX),GISELA M. SPIELBERG REVOCABLE TRUST,License Approved,
1/24/2019,ZLA-201900385,Business Licenses,"531 PHARR RD NE, ATLANTA GA 30305",THE SAMPLE SHOPPE LLCRETAIL BRIDAL BOUTIQUE (EXISTING),THE SAMPLE SHOPPE LLC,License Approved,
1/24/2019,BB-201900722,Residential Pool,"42 28TH ST NW, ATLANTA GA 30309",INSTALL IN GROUND SPA AND EQUIPMENT,SFR - SPA,Routed for Review,
1/24/2019,ZLA-201900420,Business Licenses,"1431 HOLLYWOOD RD NW, ATLANTA GA 30318",DOO DROP INN MARKET PLACE BEAUTY SUPPLYRETAIL,DOO DROP INN MARKET PLACE BEAUTY SUPPLY,VOID,
1/24/2019,ZLA-201900415,Business Licenses,"3083 MARTIN L KING JR DR NW, ATLANTA GA 00000","DC WINGS & BBQ, INCRESTAURANT USE","DC WINGS & BBQ, INC",VOID,
1/24/2019,ORR-201900138,Open Record Request,"1656 NORTH PELHAM RD NE, REAR, ATLANTA GA 30324",plans/inspections,1656 North Pelham Rd. ORR,Request Completed,
1/24/2019,BB-201900590,Commercial Misc. Non-Structural,"2450 LAKEWOOD AVE SW, ATLANTA GA 30315",Sprint MW-to-Lit Fiber- AT52XC080. Install New Conduits and New Fiber,Sprint MW-to-Lit Fiber- AT52XC080,Routed for Review,
1/24/2019,QCR-2019-00398,Residential QCR,"253 WEST LAKE AVE NW, ATLANTA GA 30314","CONSTRUCT NEW 3 STORY SINGLE FAMILY HOME. PROVIDE FOUNDATION, FRAMING, ELECTRICAL.  EXTERIOR AND INTERIOR FINISHES, ROOFING ASSEMBLY, PLUMBING, MECHANICAL, AND HVAC.  CONSTRUCT A WOOD FRAME DECK ON SOME PROPERTY (200 SQ FT)",NEW SFR,Create Application,
1/24/2019,BB-201900576,Airport General,"0 HARTSFIELD-JACKSON INT'L AIRPORT SW, ATLANTA GA 30320",CONCOURSE E- PASSENGER BOARDING BRIDGE REPLACEMENT. ARRO BRIDGE WORKS WILL BE REPLACING 30 PASSENGER BOARDING BRIDGES AT THE ATLANTA AIRPORT ON CONCOURSE E.,CONCOURSE E- PASSENGER BOARDING BRIDGE REPLACEMENT,Open,
1/24/2019,QCR-2019-00420,Residential QCR,"578 GREENWOOD AVE NE, ATLANTA GA 30308","1ST FLOOR ADDITION TO EXISTING SFR TO EXPAND DEN AND MASTER SUITE AND ADD LAUNDRY ROOM,EXPAND EXISTING GARAGE FOR ADDITIONAL STORAGE,EXISTING DECK TO BE EXPANDED 86 SQFT",ROGERS RESIDENCE,Create Application,
1/24/2019,QCR-2019-00410,Commercial QCR,"654 8TH ST NW, ATLANTA GA 30318",Foundation work only.,Alexan 8 West Foundation,Create Application,
1/24/2019,BP-201900535,Residential - Plumbing,"905 NORTH EUGENIA PL NW, ATLANTA GA 30318",Plumbing remodel,Residential Plumbing,Issued,
1/24/2019,ZLA-201900402,Business Licenses,"155 WALTON ST NW, ATLANTA GA 30303",BEV JERK CENTER FOOD VENDING - PER SAP -18-181,BEV JERK CENTER,License Approved,
1/24/2019,BM-201900444,Residential - HVAC,"783 CASPLAN ST SW, ATLANTA GA 30310",VENT THE WATER HEATER FIVE WITH DOUBLE WALL PIPE THROUGH THE ROOT 2X REPLACE THE GASLINE FOR THE WATER HEATER,RESIDENTIAL/HVAC,Issued,
1/24/2019,BA-201900568,Arborist Plan Review,"1871 WOODLAND HILLS AVE NW, ATLANTA GA 30318",,NEW SFR,Posted,
1/24/2019,ZLA-201900411,Business Licenses,"978 MYRTLE ST NE, ATLANTA GA 30309",TWOCAN STUDIO LLC - APT #APHOTOGRAPHY (BUSINESS LISTING ONLY - DIRECT SERVICE TO CUSTOMERS),TWOCAN STUDIO LLC - APT #A,License Approved,
1/24/2019,BM-201900468,Residential - HVAC,"1580 PINEVIEW TER SW, ATLANTA GA 30311",GAS LINE PERMIT,RESIDENTIAL / HVAC - GAS LINE,Issued,
1/24/2019,BA-201900539,Arborist Plan Review,"793 CLIFTON RD SE, ATLANTA GA 30316",,793 CLIFTON RD  ADDITION ON NEW FOUNDATION,Approved-No Trees Destroyed,
1/24/2019,BB-201900599,Residential New,"1007 BATTLE CREEK WAY NW, ATLANTA GA 30327","CONSTRUCT NEW TWO STORY SINGLE FAMILY WITH BASEMENT,ATTACHED GARAGE FRONT SIDE AND REAR AND HIDDEN PORCHES FIREPLACES,RETAINING WALLS,MISC SITE WORK",FREEMAN DEVELOPMENT PARTNERS-NEW SINGLE FAMILY -CO LOT 3,Accepted,
1/24/2019,QCR-2019-00421,Residential QCR,"3036 SLATON DR NW, ATLANTA GA 30305",ERECT NEW SINGLE FAMILY RESIDENCE,NEW SFR,Plan Inspection,
1/24/2019,BE-201900982,Residential - Low Voltage,"2636 SHADY VALLEY DR NE, ATLANTA GA 30324","PHONES, CABLES, SECURITY",884 STONE CREST ROAD LOT 36 PULTE - STONEHILL @ LENOX,Issued,
1/24/2019,BB-201900577,Outdoor Events,"860 EUCLID AVE NE, ATLANTA GA 30307",THREE STAGES FOR MUSICAL ENTERTAINMENT -ASSEMBLY ONLY,INMAN PARK FESTIVAL & TOUR OF HOMES STAGE,Issued,
1/24/2019,BE-201900968,Commercial - Electrical,"95 ELLIOTT ST NW, ATLANTA GA 30313",Diesel powered generator power to temporary production structures related to Super Bowl 53.,Power to production trailer compound.,Issued,
1/24/2019,BM-201900448,Residential - HVAC,"375 ATWOOD ST SW, ATLANTA GA 30310",Remove and Replace existing HVAC,Anastasio,Issued,
1/24/2019,BE-201900957,Commercial - Low Voltage,"565 MAIN ST NE, ATLANTA GA 30324","( 2 )   12 Volt 7 Amp  12 Volt 7 Amp Battery [BP12V7A]( 1 )   FCPS-24S8  Notifier 8 Amp Power Supply W/sync( 1 )   FCM-1  Addressable Control Module( 16 )   P2WL System Sensor 2 Wire Horn Strobe White Wall MultiCandela( 7 )   PC2WL Horn Strobe 2W White Ceiling System Sensor L( 13)  SWL System Sensor Strobe Only MultiCandela - White Wall( 5 )   B210LP 6"" Base, Flanged, Low Profile ( 5 )   FSP-851 Smoke Detector Photoelectric( 1 )   FRM-1 Relay Module( 1 )   Notifier 640 Programming  ( 1 )   Equipment  Card Access FA Interface",QQ#252055 565 Lindbergh Center for Choate Interior Construction,Issued,
1/24/2019,BT-201900185,Temporary Power,"2015 ROCKLEDGE RD NE, ATLANTA GA 30324",preparing house for temporary poweraka address 1772 morningtide lane,Morningside Towns 77 TPR,Issued,
1/24/2019,ORR-201900132,Open Record Request,"861 BEECHER ST SW, ATLANTA GA 30310",REQUESTING ARBORIST PLANS FOR PERMIT BB-201706409.,861 BEECHER ST SW - ORR,Request Completed,
1/24/2019,19TMP-003222,Commercial - Fire Sprinkler,"2048 BOLTON DR NW, ATLANTA GA",m3 town homes,Pratt Stacks Town homes,,
1/24/2019,19TMP-003219,Residential - Fire Sprinkler,"4046 AVALON RD, 46B, ATLANTA GA 30331",NFPA 13D SPRINKLER SYSTEM,Southwood Reserve - Unit 46,,
1/24/2019,BT-201900173,Temporary Power,"1425 CORETTA SCOTT VIEW NW, ATLANTA GA 30318",1425 CORETTA SCOTT VIEW AKA 1455 FAIRMONT AVE NW;   TEMP TO PERM POWER PERMIT,72-WET-TPR,Issued,
1/24/2019,BA-201900540,Arborist Dead Dying Hazardous Tree,"56 WADDELL ST NE, ATLANTA GA 30307",DDH,DDH,Issued,
