Date,Record Number,Record Type,Address,City,ZIP,State,Country,Description,Permit Name,Status
2/7/2019,BE-201901571,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 217 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 217 - Bldg E,Issued
2/7/2019,BE-201901569,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 216 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 216 - Bldg E,Issued
2/7/2019,BB-201900944,Residential Misc. Non-Structural,208 1ST AVE SE,Atlanta,30317,GA,United States,"CONSTRUCTION OF NEW, WOOD PRIVACY FENCE WITH WOOD P/T PINE BOARD ON BOARD PRIVACY, 6 FOOT HIGH, 4X4 POSTS PANEL WIDTH NO MORE THAN 8', WILL NOT BE CONNECTED TO HOUSE.",EDWARD ANDREWS HOMES LLC (LOT 2)  - FENCE - XPRS,Issued
2/7/2019,BB-201900943,Residential Misc. Non-Structural,208 1ST AVE SE,Atlanta,30317,GA,United States,"CONSTRUCTION OF NEW, WOOD PRIVACY FENCE WITH WOOD P/T PINE BOARD ON BOARD PRIVACY, 6 FOOT HIGH, 4X4 POSTS PANEL WIDTH NO MORE THAN 8', WILL NOT BE CONNECTED TO HOUSE.",EDWARD ANDREWS HOMES LLC (LOT 1) - FENCE - XPRS,Issued
2/7/2019,BE-201901566,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 213 - Interior fit-up of previously permitted condo building shellINSTALL AND TERMINATE LOW VOLTAGE CABLING,Peachtree Hills Place - Unit 213 - Bldg E,Issued
2/7/2019,ORR-201900230,Open Record Request,816 THURMOND ST NW,Atlanta,30314,GA,United States,Original Floor Plans,816 Thurmond Street - ORR,Request Completed
2/7/2019,BE-201901618,Commercial - Electrical,2080 DEFOOR AVE NW,Atlanta,30318,GA,United States,"installing 200amp new service,install outlets and lights",201900087,Issued
2/7/2019,BE-201901617,Residential - Electrical,1647 JOHNSON RD NE,Atlanta,30306,GA,United States,Service change extra permit,Disconnect reconnect,Issued
2/7/2019,ZLA-201900659,Business Licenses,1029 TILDEN ST NW,Atlanta,30318,GA,United States,"BISON PROPERTY SERVICES, LLCHANDYMAN ODD JOBS (BUSINESS LISTING ONLY)","BISON PROPERTY SERVICES, LLC",License Approved
2/7/2019,BE-201901579,Commercial - Electrical,633 WOODWARD WAY NW,Atlanta,30327,GA,United States,EVENT: Home Depot - Yard Commercial FILMING DATE: 02/13 - 02/15/19FILMING TIMES: 7:00AM - 8:00PM FILMING LOCATION: 633 WOODWARD WAY USING (HD NOT PROVIDING): (1 - 1400AMP GEN) ALL STUDIO GENERATORS WILL BE GROUNDED BY THE CREW.,Home Depot - Yard Commercial,Issued
2/7/2019,BM-201900705,Residential - HVAC,200 NORTH HIGHLAND AVE NE,Atlanta,30307,GA,United States,Replace HVAC,Aaron Schwartz,Issued
2/7/2019,BM-201900715,Residential - HVAC,255 WELLINGTON ST SW,Atlanta,30314,GA,United States,"NEW HVAC HEAT PUMP SYSTEM, 3.5 TON, 2 TON ZONING CONTROL SYSTEM AND ALL NEW DUCT WORK, VENTING, AND PIPING",RESIDENTIAL / HVAC,Open
2/7/2019,BP-201900859,Commercial - Fire Sprinkler,231 18TH ST NW,Atlanta,30318,GA,United States,"THE INTENT OF THIS WORK IS TO MODIFY THE EXISTING SPRINKLER SYSTEM TO MEET CODE REQUIREMENTS.  WE WILL BE ADDING AND RELOCATING SPRINKLERS FROM THEIR ORIGINAL LOCATIONS AS WELL AS PLUGGING CERTAIN OUTLETS, REMOVING CERTAIN PIPE AND ADDING LINES TO PROVIDE PROPER COVERAGE.  ALL WORK IS TO BE DONE IN ACCORDANCE WITH NFPA 13 AND STATE FIRE CODE REQUIREMENTS. SCOPE INCLUDES 6 SPRINKLERS.",Forever 21 Shell Level 2,ACA Pending
2/7/2019,BB-201900942,Residential Misc. Non-Structural,208 1ST AVE SE,Atlanta,30317,GA,United States,"CONSTRUCTION OF NEW, WOOD PRIVACY FENCE WITH WOOD P/T PINE BOARD ON BOARD PRIVACY, 6 FOOT HIGH, 4X4 POSTS PANEL WIDTH NO MORE THAN 8', WILL NOT BE CONNECTED TO HOUSE.",EDWARD ANDREWS HOMES LLC (LOT 3) - FENCE - XPRS,Issued
2/7/2019,BE-201901602,Commercial - Low Voltage,55 IVAN ALLEN JR BLVD NW,Atlanta,30308,GA,United States,Data Cabling,"Martin, Walker, And Newby",Issued
2/7/2019,BB-201900953,Residential Misc. Non-Structural,1641 WAYSOME WAY NW,Atlanta,30318,GA,United States,4 FOOT STEEL FENCE AND GATE.,BROCK BUILT HOMES LOT 1 - FENCE - XPRS,Issued
2/7/2019,ZLA-201900666,Business Licenses,271 17TH ST NW,Atlanta,30318,GA,United States,CORPORATE OFFICEKURT LAMP VICE PRESIDENTOFFICE USE,"AMAZON.COM SERVICES, INC.",Zoning Review
2/7/2019,QCR-2019-00702,Residential QCR,962 HOBSON ST SW,Atlanta,30310,GA,United States,"NEW ROOF, NEW SIDING, NEW INTERIOR - FLOORS, NEW KITCHEN, NEW BATHROOMS, NEW INTERIOR WALLS, NEW WINDOWS; NEW DOORS, NEW ELECTRICAL, NEW PLUMBING",SFR - ALTERATIONS,Plan Inspection
2/7/2019,BA-201900928,Arborist Plan Review,599 LINWOOD AVE NE,Atlanta,30306,GA,United States,,SFR - ADDITION-CO,Accepted
2/7/2019,BA-201900927,Arborist Plan Review,1523 PINEVIEW TER SW,Atlanta,30311,GA,United States,,Single family  - ADDITION,Accepted
2/7/2019,BA-201900926,Arborist Plan Review,1015 DAWN VIEW LN NW,Atlanta,30327,GA,United States,,USILTON RESIDENCE RETAINING WALL/COVERED PORCH/FIREPLACE,Accepted
2/7/2019,QCR-2019-00700,Commercial QCR,708 SPRING ST NW,Atlanta,30308,GA,United States,"TENANT UP FIT NEW INTERIOR WALLS, NEW PLUMBING , ELECTRICAL AND HVAC . HOOD SYSTEM.",CRAZY DOUGH PIZZA OF MIDTOWN,Create Application
2/7/2019,ZLA-201900651,Business Licenses,996 VIRGINIA AVE NE,Atlanta,30306,GA,United States,PINK BARRE KMG LLC / PINK BARREFITNESS STUDIO - BARRE,PINK BARRE KMG LLC / PINK BARRE,License Approved
2/7/2019,19CAP-00000173,Building Complaint,405 RICHARDS ST NW,Atlanta,30318,GA,United States,PERMITS EXPIRED-405 RICHARDS STREET VADIM 404-580-7259,405 RICHARDS STREET,Potential Duplicate
2/7/2019,BE-201901619,Residential - Electrical,4615 BROOK HOLLOW RD NW,Atlanta,30327,GA,United States,New Houseservice amp size 400,4615 Brook Hollow,Online Permit Pending
2/7/2019,QCR-2019-00713,Residential QCR,3855 CLUB DR NE,Atlanta,30319,GA,United States,ERECT RETAINING WALLS AND LANDSCAPING,SFR - RETAINING WALL,Open
2/7/2019,ZLA-201900671,Business Licenses,201 WASHINGTON ST SW,Atlanta,30303,GA,United States,OFFICE CONSULTING ONLY,YESHUA KINGDOM CHURCH AND TEMPLE INC,License Approved
2/7/2019,BM-201900720,Commercial - HVAC,3424 PEACHTREE RD,Atlanta,,GA,United States,relocate existing / add new air distribution.,Noble Investments/ 20th Floor Common Area,Online Permit Pending
2/7/2019,ZLA-201900670,Business Licenses,2931 PIEDMONT RD NE,Atlanta,30305,GA,United States,"CONSULTING-BUSINESS, ACCOUNTING, FINANCECHRISTINE JENKINS MANAGING MEMBEROFFICE USE",ACCUTRUST ADVISORS LLC,Zoning Review
2/7/2019,BE-201901613,Residential - Electrical,1144 AVONDALE AVE SE,Atlanta,30312,GA,United States,1144 AVONDALE AVE SE AKA 769B CADY WAY; Â  ELECTRIC PERMIT FOR TOWN HOUSE PANEL FOR Â IRRIGATION METER,22B-SGP-IRRIGATION HOUSE PANEL-GENERAL ELEC,Online Permit Pending
2/7/2019,BM-201900732,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALL W/ GASLINE,BB 201605321--12 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,BE-201901611,Residential - Electrical,582 BROADVIEW PL NE,Atlanta,30324,GA,United States,"ELECTRICAL WIRING THE WHOLE HOUSE TO INCLUDE BRANCH CIRCUITS, FEEDERS AND 200 AMPS SERVICE",582 BROADVIEW PL NE,Issued
2/7/2019,BE-201901581,Residential - Electrical,626 ORMEWOOD AVE SE,Atlanta,30312,GA,United States,New home 626 Ormewood,626 Ormewood Home General Electric,Issued
2/7/2019,ZLA-201900664,Business Licenses,1297 MCDONOUGH BLVD SE,Atlanta,,GA,United States,OFFICE ONLY,CHARIS RENTAL HOUSING LLC,License Approved
2/7/2019,BE-201901573,Commercial - Electrical,310 NORTH AVE NW,Atlanta,30313,GA,United States,Electrical Installation,TEC LL Clean Labs Basement Level (LC),Issued
2/7/2019,BM-201900726,Commercial - HVAC,957 NORTH HIGHLAND AVE NE,Atlanta,,GA,United States,Replace HVAC,YWCA Atlanta,Issued
2/7/2019,QCR-2019-00710,Residential QCR,2422 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 39,Open
2/7/2019,QCR-2019-00709,Residential QCR,2428 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 38,Open
2/7/2019,QCR-2019-00706,Residential QCR,2446 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 35,Open
2/7/2019,BM-201900708,Residential - HVAC,918 GLENBROOK DR NW,Atlanta,30318,GA,United States,Install HVACDuct work,918 Glenbrook,Issued
2/7/2019,BE-201901564,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 211 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 211 - Bldg E,Issued
2/7/2019,BB-201900970,Commercial Alteration,2333 PEACHTREE RD NE,Atlanta,30305,GA,United States,"RESULTS PHYSIOTHERAPY, #208- Interior build out alteration of retail space and change of occupancy type to business","RESULTS PHYSIOTHERAPY, #208 (LC) (CO)",Routed for Review
2/7/2019,BB-201900969,Residential Misc. Structural,830 MENTELLE DR NE,Atlanta,30308,GA,United States,ADD A 434 SCREENROOM TO THE EXISTING CONCRETE PATIO,LESSCHAEVE - PATIO - XPRS,Issued
2/7/2019,BE-201901562,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 29 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 29 - Bldg A,Issued
2/7/2019,BM-201900725,Residential - HVAC,378 YONKERS AVE NW,Atlanta,30314,GA,United States,Replace HVAC,Alfred Hoard,Issued
2/7/2019,QCR-2019-00696,Commercial QCR,150 FAIRFIELD PL NW,Atlanta,30314,GA,United States,INTERIOR RENOVATION FOR 26 UNIT APARTMENT COMPLEX.,150 FAIRFIELD PLACE,Create Application
2/7/2019,BE-201901575,Residential - Electrical,3755 DUMBARTON RD NW,Atlanta,30327,GA,United States,ADDING DISCONNECT/RECONNECT TO THE SERVICE PANEL. REFEEDING THE PANEL,RESIDENTIAL/ELECTRICAL/,Issued
2/7/2019,BE-201901574,Residential - Electrical,3755 DUMBARTON RD NW,Atlanta,30327,GA,United States,ADDING DISCONNECT/RECONNECT TO THE SERVICE PANEL. REFEEDING THE PANEL,RESIDENTIAL/ELECTRICAL/GENERAL,Issued
2/7/2019,BP-201900874,Residential - Plumbing,671 HUGH ST SW,Atlanta,30310,GA,United States,"INSTALL PLUBING ROUGH, SEWER, SET FIXTURES",RESIDENTIAL/PLUMBING,Issued
2/7/2019,BE-201901555,Commercial - Electrical,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,"ELECTRICAL, DATA, CATV, SECURITY",BLDG B / PHASE 2 / LEVEL 4,Online Permit Pending
2/7/2019,BE-201901554,Commercial - Electrical,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,"ELECTRICAL, DATA, CATV, SECURITY",BLDG B / PHASE 2 / LEVEL 3,Online Permit Pending
2/7/2019,BE-201901553,Commercial - Electrical,900 JOSEPH E LOWERY BLVD NW,Atlanta,30318,GA,United States,INSTALLING ALL ELECTRICAL IN APARTMENT BUILDING,BLDG B / PHASE 2 / LEVEL 2,Online Permit Pending
2/7/2019,BP-201900885,Commercial - Fire Sprinkler,2080 DEFOOR AVE NW,Atlanta,30318,GA,United States,add/relocation fire sprinkler heads,Men's Grooming - Suite 220,Routed for Review
2/7/2019,QCR-2019-00703,Residential QCR,2292 NELMS DR SW,Atlanta,30315,GA,United States,Construction of new SFR with front porch and side deck,New SFR,Create Application
2/7/2019,QCR-2019-00701,Residential QCR,739 SAN ANTONIO DR NE,Atlanta,30306,GA,United States,Demolition of existing SFR,Demo,Create Application
2/7/2019,BB-201900973,Residential Demolition,739 SAN ANTONIO DR NE,Atlanta,30306,GA,United States,Demolition of existing 2 story single family,Demo,Routed for Review
2/7/2019,BB-201900972,Residential Addition,955 SMITH ST SW,Atlanta,30310,GA,United States,"Addition of a two-story addition to the rear of the house, rear deck and complete interior remodel of the existing structure.",RATHOD RESIDENCE 2ND STORY ADDITION/REAR DECK/INTERIOR REMODEL (CO),Routed for Review
2/7/2019,QCR-2019-00712,Residential QCR,2410 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 41,Open
2/7/2019,QCR-2019-00708,Residential QCR,2434 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 37,Open
2/7/2019,QCR-2019-00707,Residential QCR,2440 ROSE PALM CT SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 36,Open
2/7/2019,QCR-2019-00705,Residential QCR,722 ROSE PALM LN SE,Atlanta,30315,GA,United States,CONTRUCTION OF A NEW 3-STORY SINGLE FAMILY HOME,SFR - ROSEWOOD @ SOUTHBEND LOT 10,Open
2/7/2019,BM-201900724,Residential - HVAC,2862 LENOX RD NE,Atlanta,30324,GA,United States,HVAC NEW CONSTRUCTION INSTALLATION W/ GASLINE,BB 201605326--17 CREEKVIEW AT LENOX,Online Permit Pending
2/7/2019,BE-201901572,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 218 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 218 - Bldg E,Issued
2/7/2019,BB-201900948,Residential Alteration,883 GASTON ST SW,Atlanta,30310,GA,United States,"REMOVING SOME INTERIOR WALLS, INSTALLING NEW PLUMBING, ELECTRICAL & NEW DRYWALLS. REPLACING OUTSIDE  EXISTING SIDING & SOME WINDOWS. NEW PAINT AND FLOORING, NEW EXTERIOR STAIRS",MORTAZAVI-ALTERATIONS-XPRS,Issued
2/7/2019,19CAP-00000171,Building Complaint,1684 WESTHAVEN DR SW,Atlanta,30311,GA,United States,STOP WORK- WORKING WITH OUT PERMIT,Stop Work Case,Stop Work Posted
2/7/2019,BB-201900946,Residential Addition,1678 NOTTINGHAM WAY NE,Atlanta,30309,GA,United States,"INTERIOR & EXTERIOR RENOVATION AND ADDITION TO A 2 STORY HOUSE, NEW FRONT PORCH, AND EXPANDING THE SECOND FLOOR.",HAMMER 2 STORY ADDITION/ ALTERATIONS/NEW FRONT PORCH(CO),Open
2/7/2019,BE-201901604,Commercial - Low Voltage,1 BALTIMORE PL NW,Atlanta,30308,GA,United States,COMMERCIAL / ELECTRICAL/ LOW VOLTAGE_ STE117FIRE ALARM HORN/ STOBES ADDITION,COMMERCIAL / ELECTRICAL/ LOW VOLTAGE_ STE117,Issued
2/7/2019,ORR-201900236,Open Record Request,1460 HARDEE ST NE,Atlanta,30307,GA,United States,REQUESTING APPROVED PLANS FOR PERMIT BB-201802645 ISSUED 11/30/2018.,1460 HARDEE ST NW -ORR,Request Completed
2/7/2019,BT-201900291,Temporary Power,2874 WATERS RD SW,Atlanta,30354,GA,United States,30 DAY TEMP POWER,RESIDENTIAL/TEMP POWER,Issued
2/7/2019,BP-201900860,Residential - Plumbing,2242 MEADOWLANE DR SW,Atlanta,30311,GA,United States,"CHANGE OUT PIPES TO CPVC. INSTALL TUB, SHOWER, VANITY, LAVATORY",RESIDENTIAL/PLUMBING,Issued
2/7/2019,BE-201901561,Commercial - Electrical,1230 PEACHTREE ST NE,Atlanta,30303,GA,United States,Electrical and lighting renovation.,"Project Connect - 1230 Peachtree St., 6th Floor",Issued
2/7/2019,BE-201901560,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 28 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 28 - Bldg A,Issued
2/7/2019,GP-201900015,Commercial - Gas Pressure Test Only,929 LEE ST SW,Atlanta,30310,GA,United States,Gas line work,Wild Heaven Gas Permit,Online Permit Pending
2/7/2019,BP-201900858,Commercial - Fire Sprinkler,231 18TH ST NW,Atlanta,30318,GA,United States,"THE INTENT OF THIS WORK IS TO MODIFY THE EXISTING SPRINKLER SYSTEM TO MEET CODE REQUIREMENTS.  WE WILL BE ADDING AND RELOCATING SPRINKLERS FROM THEIR ORIGINAL LOCATIONS AS WELL AS PLUGGING CERTAIN OUTLETS, REMOVING CERTAIN PIPE AND ADDING LINES TO PROVIDE PROPER COVERAGE.  ALL WORK IS TO BE DONE IN ACCORDANCE WITH NFPA 13 AND STATE FIRE CODE REQUIREMENTS. SCOPE INCLUDES 37 SPRINKLERS.",Forever 21 Shell Level 1,ACA Pending
2/7/2019,ZLA-201900639,Business Licenses,2912 LOOKOUT PL NE,Atlanta,30305,GA,United States,LAURE PHOTOGRAPHYPHOTOGRAPHY,LAURE PHOTOGRAPHY,License Approved
2/7/2019,BA-201900934,Arborist Dead Dying Hazardous Tree,1919 WINDEMERE DR NE,Atlanta,30324,GA,United States,DDH,DDH,Issued
2/7/2019,BE-201901568,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 215 - Interior fit-up of previously permitted condo building shell,Peachtree Hills Place - Unit 215 - Bldg E,Issued
2/7/2019,BM-201900706,Residential - HVAC,4245 EAST CONWAY DR NW,Atlanta,30327,GA,United States,INSTALL GAS LINE FOR POOL HEATER,BB-201808919,Issued
2/7/2019,ZLA-201900662,Business Licenses,715 PEACHTREE ST NE,Atlanta,30308,GA,United States,"TRENDSCEND MARKETING, LLC /DBA TRENDSCEND MARKETING . STE 100&200MARKETING CONSULTING","TRENDSCEND MARKETING, LLC /DBA TRENDSCEND MARKETING . STE 100&200",License Approved
2/7/2019,BE-201901587,Residential - Low Voltage,229 PEACHTREE HILLS AVE NE,Atlanta,30305,GA,United States,M2 Residential Condominiums - Building/Multi Family/Alteration/NA - Unit 123 Interior fit-up of previously permitted condominium building shellINSTALL AND TERMINATE LOW VOLTAGE CABLING,Peachtree Hills Place - Unit 123 - Bldg D,Issued
2/7/2019,BE-201901615,Residential - Electrical,560 JOSEPH E LOWERY BLVD NW,Atlanta,30314,GA,United States,COMPLETE 200AMP SYSTEM,RESIDENTIAL / ELECTRICAL - GENERAL,Issued
2/7/2019,ORR-201900235,Open Record Request,62 MONTGOMERY ST NE,Atlanta,30307,GA,United States,REQUESTING APPROVED PLANS FOR PERMIT BB-201708594 ISSUED. 11/30/2018.,62 MONTGOMERY ST NE - ORR,Request Completed
2/7/2019,BB-201900956,Commercial New,1300 MAYSON TURNER DR NW,Atlanta,,GA,United States,City of Refuge (LC): Install new temporary construction trailer. (REF: LD-201800081),CITY OF REFUGE- CONSTRUCTION TRAILER (LC) (CO),Routed for Review
2/7/2019,BP-201900880,Residential - Plumbing,2410 DELLWOOD DR NW,Atlanta,30305,GA,United States,RESIDENTIAL / PLUMBING 2 BATHROOM REMODELING,RESIDENTIAL / PLUMBING,Issued
2/7/2019,ZLA-201900668,Business Licenses,3755 CARMIA DR SW,Atlanta,30331,GA,United States,BURLINGTON COAT FACTORY - #110(CHANGE OF ADDRESS)RETAIL FAMILY CLOTHING STORE & ACCESSORIES (BB-201807551),BURLINGTON COAT FACTORY - #110,License Approved
2/7/2019,BE-201901597,Commercial - Electrical,1110 WEST PEACHTREE ST NW,Atlanta,30309,GA,United States,"lighting and electrical renovations, install new lighting and receptacles, no new service",NORTHSIDE PERINATAL - SUITE 1000,Issued
2/7/2019,ZLA-201900663,Business Licenses,2221 PEACHTREE RD NW,Atlanta,,GA,United States,BIBIM BOWLS LLC DBA POKE CITY - SUITE #ARETAIL - FAST FOOD (#BB-201708913),BIBIM BOWLS LLC DBA POKE CITY - SUITE #A,License Approved
2/7/2019,BB-201900971,Residential Alteration,2209 BOULEVARD GRANADA SW,Atlanta,30311,GA,United States,"SHEETROCK, PLUMBING, HVAC, ELECTRICAL, TILE , RENOVATION, KITCHEN, BASEMENT SHEETROCK REPLACED",HEARRING - ALTERATION - XPRS,Issued
2/7/2019,BP-201900878,Residential - Plumbing,3288 IVANHOE DR NW,Atlanta,30327,GA,United States,PLUMBING SYSTEM TO ACCOMMODATE NEW HOME,NONE,Issued
2/7/2019,19TMP-005015,Residential - Plumbing,75 14TH ST NE,Atlanta,30309,GA,United States,,,
2/7/2019,BB-201900968,Residential New,995 BATTLE CREEK WAY NW,Atlanta,30327,GA,United States,"CONSTRUCT NEW SFR WITH BASEMENT,ATTACHED GARAGE,RETAINING WALLS,MISC SITE WORK",FREEMAN NEW 2 STORY SINGLE FAMILY/BASEMENT/RETAINING WALL/ SITE WORK,Routed for Review
2/7/2019,ZLA-201900660,Alcohol Licenses,1299 NORTHSIDE DR NW,Atlanta,30318,GA,United States,CHIPOTLE MEXICAN GRILL - SUITE #420RESTAURANT WITH LIQUOR BEER WINE CONSUMED,CHIPOTLE MEXICAN GRILL - SUITE #420,Passed
2/7/2019,BE-201901603,Commercial - Electrical,137 THE PRADO NE,Atlanta,30309,GA,United States,"((FILM INDUSTRY) - JUMANJI 2 - 3 LOCATIONS(#1) Date: 02/14/19Set: Martin Residence, 137 The Prado NE (1 - 1400amp gen)Basecamp: Peachtree Christian Church, 1580 Peachtree Street NW (1 - 1400amp gen)(#2)Date : 02/16/19Set: Intersection of Walton Street NW & Broad Street NW (1 - 1400amp gen)Basecamp: 123 Marietta Street NW ( 1 - 1400amp gen)(#3) Date: 02/16/19Set: Cassimatis Residence, 156  Westminister Drive NE (1 - 1400amp gen)Basecamp: Peachtree Christian Church, 1580 Peachtree Street NW (1 - 1400amp gen)ALL STUDIO GENERATORS WILL BE GROUNDED BY THE CREWGenny Operators:Anthony Johnson: 270-246-0893Forest Hardeman: 404-583-2460Stevie Harris: 678-994-8894",JUMANJI 2,Issued
2/7/2019,BM-201900712,Residential - HVAC,1321 GLENWOOD AVE SE,Atlanta,30316,GA,United States,HVAC New Construction,Ironside Lot 8,Issued
2/7/2019,BM-201900713,Commercial - HVAC,222 12TH ST NE,Atlanta,30309,GA,United States,COMMERCIAL / HVAC - UNIT #6015 TON HEAT PUMP WITH 5 KW HEAT KIT,COMMERCIAL / HVAC - UNIT #601,Issued
